6498.0,1.0,599.0,10000.0,0.01,1.0,50.0,0.4
6498.0,0.0,575.0,10000.0,0.01,1.0,50.0,0.4
843.0,1.0,507.0,10000.0,0.01,1.0,50.0,0.4
843.0,0.0,565.0,10000.0,0.01,1.0,50.0,0.4
7242.0,1.0,643.0,10000.0,0.01,1.0,50.0,0.4
7242.0,0.0,659.0,10000.0,0.01,1.0,50.0,0.4
9430.0,1.0,559.0,10000.0,0.01,2.0,50.0,0.4
9430.0,0.0,475.0,10000.0,0.01,2.0,50.0,0.4
7297.0,1.0,547.0,10000.0,0.01,2.0,50.0,0.4
7297.0,0.0,559.0,10000.0,0.01,2.0,50.0,0.4
2474.0,1.0,555.0,10000.0,0.01,2.0,50.0,0.4
2474.0,0.0,491.0,10000.0,0.01,2.0,50.0,0.4
2654.0,1.0,521.0,10000.0,0.01,3.0,50.0,0.4
2654.0,0.0,539.0,10000.0,0.01,3.0,50.0,0.4
2783.0,1.0,479.0,10000.0,0.01,3.0,50.0,0.4
2783.0,0.0,569.0,10000.0,0.01,3.0,50.0,0.4
7704.0,1.0,557.0,10000.0,0.01,3.0,50.0,0.4
7704.0,0.0,567.0,10000.0,0.01,3.0,50.0,0.4
7591.0,1.0,519.0,10000.0,0.01,4.0,50.0,0.4
7591.0,0.0,545.0,10000.0,0.01,4.0,50.0,0.4
1943.0,1.0,581.0,10000.0,0.01,4.0,50.0,0.4
1943.0,0.0,513.0,10000.0,0.01,4.0,50.0,0.4
4652.0,1.0,555.0,10000.0,0.01,4.0,50.0,0.4
4652.0,0.0,597.0,10000.0,0.01,4.0,50.0,0.4
6672.0,1.0,545.0,10000.0,0.01,5.0,50.0,0.4
6672.0,0.0,515.0,10000.0,0.01,5.0,50.0,0.4
9953.0,1.0,559.0,10000.0,0.01,5.0,50.0,0.4
9953.0,0.0,553.0,10000.0,0.01,5.0,50.0,0.4
7272.0,1.0,537.0,10000.0,0.01,5.0,50.0,0.4
7272.0,0.0,595.0,10000.0,0.01,5.0,50.0,0.4
