1961.0,1.0,535.0,1000.0,0.01,3.0,50.0,0.4
1961.0,0.0,539.0,1000.0,0.01,3.0,50.0,0.4
6280.0,1.0,519.0,1000.0,0.01,3.0,50.0,0.4
6280.0,0.0,591.0,1000.0,0.01,3.0,50.0,0.4
3280.0,1.0,515.0,1000.0,0.01,3.0,50.0,0.4
3280.0,0.0,627.0,1000.0,0.01,3.0,50.0,0.4
1666.0,1.0,573.0,2500.0,0.01,3.0,50.0,0.4
1666.0,0.0,509.0,2500.0,0.01,3.0,50.0,0.4
7845.0,1.0,601.0,2500.0,0.01,3.0,50.0,0.4
7845.0,0.0,513.0,2500.0,0.01,3.0,50.0,0.4
2704.0,1.0,557.0,2500.0,0.01,3.0,50.0,0.4
2704.0,0.0,569.0,2500.0,0.01,3.0,50.0,0.4
4495.0,1.0,533.0,5000.0,0.01,3.0,50.0,0.4
4495.0,0.0,499.0,5000.0,0.01,3.0,50.0,0.4
117.0,1.0,527.0,5000.0,0.01,3.0,50.0,0.4
117.0,0.0,567.0,5000.0,0.01,3.0,50.0,0.4
4204.0,1.0,515.0,5000.0,0.01,3.0,50.0,0.4
4204.0,0.0,537.0,5000.0,0.01,3.0,50.0,0.4
3463.0,1.0,509.0,7500.0,0.01,3.0,50.0,0.4
3463.0,0.0,575.0,7500.0,0.01,3.0,50.0,0.4
332.0,1.0,525.0,7500.0,0.01,3.0,50.0,0.4
332.0,0.0,611.0,7500.0,0.01,3.0,50.0,0.4
2821.0,1.0,613.0,7500.0,0.01,3.0,50.0,0.4
2821.0,0.0,575.0,7500.0,0.01,3.0,50.0,0.4
5600.0,1.0,597.0,10000.0,0.01,3.0,50.0,0.4
5600.0,0.0,537.0,10000.0,0.01,3.0,50.0,0.4
834.0,1.0,547.0,10000.0,0.01,3.0,50.0,0.4
834.0,0.0,535.0,10000.0,0.01,3.0,50.0,0.4
5153.0,1.0,553.0,10000.0,0.01,3.0,50.0,0.4
5153.0,0.0,529.0,10000.0,0.01,3.0,50.0,0.4
